sentence_id,documento,orden_frase,frase,tema,keyword_detectada,sentimiento,score_pos,score_neg,score_neu
heraldo_000010,heraldo,10,HERALDO DE LA MUJER rrere Feres reFe FILIPINILA ANGELICINAS FARIS BAZAR.,mujer,mujer,neutro,0.1751325279474258,0.1800946146249771,0.6447728872299194
heraldo_000021,heraldo,21,Ayuntamiento de Madrid HERALDO DE LA MUJER QUULO JUU HIPIII.,mujer,mujer,neutro,0.2753089964389801,0.1703620851039886,0.5543289184570312
heraldo_000033,heraldo,33,En una las de un madre de umila puertorrieneno debe estar.,mujer,madre,neutro,0.0373167023062706,0.0715481340885162,0.8911351561546326
heraldo_000036,heraldo,36,"Las damas que pierden el S cabello con frecuencia, y que quieran lucir una hermosa cabellera, y el que quiera combatir la calvicie, dirijase al señor A.",mujer,damas,neutro,0.2209236472845077,0.0273154415190219,0.7517609596252441
heraldo_000038,heraldo,38,"ROQUE, hotel Nacional, San Juan, y los dejará complacidos.",patria,nacional,positivo,0.6721595525741577,0.0047256485559046,0.3231147527694702
heraldo_000044,heraldo,44,"HERALDO DE LA MUJER Ayuntamiento de Madrid Hace el Hornear en Casa raciCon el auxilio de la ROYAL BARING POUDER se pueden hacer en casa pones y pacimente muras hermanos panecios pasata, el apreciosos y anos de tores que los que pueden comprane en las parecer.",mujer,mujer,neutro,0.0862861052155494,0.042667917907238,0.8710460662841797
heraldo_000044,heraldo,44,"HERALDO DE LA MUJER Ayuntamiento de Madrid Hace el Hornear en Casa raciCon el auxilio de la ROYAL BARING POUDER se pueden hacer en casa pones y pacimente muras hermanos panecios pasata, el apreciosos y anos de tores que los que pueden comprane en las parecer.",hogar,casa,neutro,0.0862861052155494,0.042667917907238,0.8710460662841797
heraldo_000049,heraldo,49,"N E HILIALDO DE LA MUEL ANTES ALBUM PUERTORRIQUENO Revista Quincenal Bilingue, Defensora de los Derechos de la Mujer DIRECTORA ADMINISTRADORA.—Ana Roqué de Duprey.",mujer,mujer,neutro,0.1564397662878036,0.0543058365583419,0.789254367351532
heraldo_000049,heraldo,49,"N E HILIALDO DE LA MUEL ANTES ALBUM PUERTORRIQUENO Revista Quincenal Bilingue, Defensora de los Derechos de la Mujer DIRECTORA ADMINISTRADORA.—Ana Roqué de Duprey.",feminismo,derechos de la mujer,neutro,0.1564397662878036,0.0543058365583419,0.789254367351532
heraldo_000072,heraldo,72,Davia oray AMONO WOMAN OS LATIN COUNTRIES.............................. y cerardine Mala roscher Representantes de Heraldo de la Mujer.............................,mujer,mujer,neutro,0.1906603723764419,0.1033245548605918,0.7060150504112244
heraldo_000076,heraldo,76,Ayuntamiento de Madrid HERALDO DE LA MUJER.,mujer,mujer,neutro,0.2700077891349792,0.1485640406608581,0.5814282298088074
heraldo_000078,heraldo,78,"HaNUESTRO STATUS POLITICO F L Todo pueblo digno aspira á su independencia, eso es maudable.",patria,independencia,neutro,0.304889440536499,0.1847621351480484,0.5103484392166138
heraldo_000078,heraldo,78,"HaNUESTRO STATUS POLITICO F L Todo pueblo digno aspira á su independencia, eso es maudable.",patria,pueblo,neutro,0.304889440536499,0.1847621351480484,0.5103484392166138
heraldo_000078,heraldo,78,"HaNUESTRO STATUS POLITICO F L Todo pueblo digno aspira á su independencia, eso es maudable.",colonialismo,independencia,neutro,0.304889440536499,0.1847621351480484,0.5103484392166138
heraldo_000080,heraldo,80,"Primeramente las palabras de la que presea porosas parte en derecho que tienen unos los pueblos de la era las prenta terminaciona Vicas, el misterar nuestra suncion económica. que esta bocada ponersamente de esas ma. buenaremos las espeindudablemente la guerra la presuerto el alga de los precios en los muretos de primera nuesiadpero la guerra ha terminado y el menos un han el pnero de peque las presiones que se maneparan por mar. actores que mar paratos puras las manos de empela despara Europa, pero empena punto en las una canas mujeres que de manera santenara los melas de los arrentos mas necesarios para la vida, empelamenteras.",mujer,mujeres,negativo,0.0270850080996751,0.6571274399757385,0.315787523984909
heraldo_000081,heraldo,81,"Los Estados Unidos es un pueblo rico, y bien sabido es que mientras mas en es el pueblo, mas ento cuenta todo lo que el puePuerto Rico es un pueblo excesivamente pobre y tiene que pagar los los arrientos presivamente esos somos pures por rales de nuestas y purene era ser muapara en manos estanteras la mayor parte las que en tras pienes esencias en la cada de encar vener el para sas amanetas, sin estar enenen estra amar del encion asias estantes eneramente muerene que pagran en este muertorreno aque espiotan de en moso manado los mismo que es unacero que vue muren tambre y en me er miEs precios tener en cuenta que como la isla no pone los ensue tono de siene a importar el merciante necesionales de empen el persante puertorriqueno, ante la me por ese en queterna un relante es una ene nos herendo por eso en man en ambineamanes a esto que nuestras quenas estan recaradas a nuestos arrer muere los mas, es quienes hay que pasante encarnes susiade como el puere muy nera de verse asuncionEl puertorriqueño ros el hueso, con los suelos exignos.",patria,pueblo,negativo,0.0156565345823764,0.8077888488769531,0.1765546053647995
heraldo_000081,heraldo,81,"Los Estados Unidos es un pueblo rico, y bien sabido es que mientras mas en es el pueblo, mas ento cuenta todo lo que el puePuerto Rico es un pueblo excesivamente pobre y tiene que pagar los los arrientos presivamente esos somos pures por rales de nuestas y purene era ser muapara en manos estanteras la mayor parte las que en tras pienes esencias en la cada de encar vener el para sas amanetas, sin estar enenen estra amar del encion asias estantes eneramente muerene que pagran en este muertorreno aque espiotan de en moso manado los mismo que es unacero que vue muren tambre y en me er miEs precios tener en cuenta que como la isla no pone los ensue tono de siene a importar el merciante necesionales de empen el persante puertorriqueno, ante la me por ese en queterna un relante es una ene nos herendo por eso en man en ambineamanes a esto que nuestras quenas estan recaradas a nuestos arrer muere los mas, es quienes hay que pasante encarnes susiade como el puere muy nera de verse asuncionEl puertorriqueño ros el hueso, con los suelos exignos.",colonialismo,estados unidos,negativo,0.0156565345823764,0.8077888488769531,0.1765546053647995
heraldo_000082,heraldo,82,"Estados que pasanos como mionarios sienas espuesto en panes puras y para mostener es gobierno lues enemos mujeres un sus cuanto namente y desuno, como los partas de la inlas pasolo engrante exaltado con precitas mal anas de espirabres que enen hace es gusto conde este en un en el purenes nerorqueno, que no tiene la cupa, y que se ve tamben por las mismas esAyuntamiento de Madrid A los Sres, epresentantes Americanos: sas, en el lecho de Procusto, y que bien podría de cile a ente pueblo puesto que lo increos, lo que muererana del e aninos enenos mernan cures los tan agan en unas para inAcaso estoy vo en un lecho de rosas? otra casa hay que pertura mucho a nuestra las: Estos los que tan terno las pronta de los Estados inlos han vinte que incistera de menin que las mercanlas en ameras pagaran sus derechos de aquena en las colorias los mue mupiera pereccion espor en en melaceres, las colores entan presamente que empre la madre para el peso que querian imponente las esporadores las merencias erraneras nos que mubiera poun compra mas paratas buenas retamente. una este mismo pas nos en pues los mien los proquctos erranterna venes de una por en empor de Emana, lo que la empranamos a la merepor los costena prepara.",mujer,mujeres,negativo,0.0197572354227304,0.6914830207824707,0.288759708404541
